id1,text1,id2,text2,id3,text3,id4,text4,id5,text5
A,医師として求められる基本的な資質・能力,A-05,チーム医療の実践,A-05-01,患者中心のチーム医療,A-05-01-na,なし,A-05-01-na-03,自分の能力の限界を認識し、必要に応じて他の医療従事者に援助を求めることができる。
A,医師として求められる基本的な資質・能力,A-05,チーム医療の実践,A-05-01,患者中心のチーム医療,A-05-01-na,なし,A-05-01-na-04,保健、医療、福祉と介護のチーム連携における医師の役割を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-01,実際の医療には、多職種が多段階の医療業務内容に関与していることを具体的に説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-02,医療上の事故等を防止するためには、個人の注意（ヒューマンエラーの防止）はもとより、組織的なリスク管理（制度・組織エラーの防止）が重要であることを説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-03,医療現場における報告・連絡・相談と記録の重要性や、診療録（カルテ）改竄の違法性を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-04,医療の安全性に関する情報（薬剤等の副作用、薬害、医療過誤（事例や経緯を含む）、やってはいけないこと、優れた取組事例等）を共有し、事後に役立てるための分析の重要性を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-05,医療の安全性確保のため、職種・段階に応じた能力向上の必要性を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-06,医療機関における医療安全管理体制の在り方（事故報告書、インシデントレポート、医療事故防止マニュアル、医療廃棄物処理、医療安全管理者（リスクマネージャー）、安全管理委員会、事故調査委員会、医療事故調査制度、産科医療補償制度）を概説できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-07,医療関連感染症の原因及び回避する方法（院内感染対策委員会、院内感染サーベイランス、院内感染対策チーム(infection control team <ICT>)、感染対策マニュアル等)を概説できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-01,安全性の確保,A-06-01-na,なし,A-06-01-na-08,真摯に疑義に応じることができる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-02,医療上の事故等への対処と予防,A-06-02-na,なし,A-06-02-na-01,医療上の事故等（インシデントを含む）と合併症の違いを説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-02,医療上の事故等への対処と予防,A-06-02-na,なし,A-06-02-na-02,医療上の事故等（インシデントを含む）が発生したときの緊急処置や記録、報告を説明し、実践できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-02,医療上の事故等への対処と予防,A-06-02-na,なし,A-06-02-na-03,医療過誤に関連した刑事・民事責任や医師法に基づく行政処分を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-02,医療上の事故等への対処と予防,A-06-02-na,なし,A-06-02-na-04,基本的予防策（ダブルチェック、チェックリスト法、薬品名称の改善、フェイルセイフ・フールプルーフの考え方等）を概説し、指導医の指導の下に実践できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-03,医療従事者の健康と安全,A-06-03-na,なし,A-06-03-na-01,医療従事者の健康管理（予防接種を含む）の重要性を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-03,医療従事者の健康と安全,A-06-03-na,なし,A-06-03-na-02,標準予防策(standard precautions)の必要性を説明し、実行できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-03,医療従事者の健康と安全,A-06-03-na,なし,A-06-03-na-03,患者隔離の必要な場合を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-03,医療従事者の健康と安全,A-06-03-na,なし,A-06-03-na-04,針刺し事故（針刺切創）等に遭遇した際の対処の仕方を説明できる。
A,医師として求められる基本的な資質・能力,A-06,医療の質と安全の管理,A-06-03,医療従事者の健康と安全,A-06-03-na,なし,A-06-03-na-05,医療現場における労働環境の改善の必要性を説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-01,地域社会（離島・へき地を含む）における医療の状況、医師の偏在（地域、診療科及び臨床・非臨床）の現状を概説できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-02,医療計画（医療圏、基準病床数、地域医療支援病院、病診連携、病病連携、病院・診療所・薬局の連携等）及び地域医療構想を説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-03,地域包括ケアシステムの概念を理解し、地域における保健（母子保健、学校保健、成人・高齢者保健、地域保健、精神保健）・医療・福祉・介護の分野間及び多職種間（行政を含む）の連携の必要性を説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-04,かかりつけ医等の役割や地域医療の基盤となるプライマリ・ケアの必要性を理解し、実践に必要な能力を獲得する。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-05,地域における救急医療、在宅医療及び離島・へき地医療の体制を説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-06,災害医療（災害時保健医療、医療救護班、災害派遣医療チーム(Disaster Medical Assistance Team <DMAT>)、災害派遣精神医療チーム(Disaster Psychiatric Assistance Team <DPAT>)、日本医師会災害医療チーム(Japan Medical Association Team <JMAT>)、災害拠点病院、トリアージ等）を説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-01,地域医療への貢献,A-07-01-na,なし,A-07-01-na-07,地域医療に積極的に参加・貢献する。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-02,国際医療への貢献,A-07-02-na,なし,A-07-02-na-01,患者の文化的背景を尊重し、英語をはじめとした異なる言語に対応することができる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-02,国際医療への貢献,A-07-02-na,なし,A-07-02-na-02,地域医療の中での国際化を把握し、価値観の多様性を尊重した医療の実践に配慮することができる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-02,国際医療への貢献,A-07-02-na,なし,A-07-02-na-03,保健、医療に関する国際的課題を理解し、説明できる。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-02,国際医療への貢献,A-07-02-na,なし,A-07-02-na-04,日本の医療の特徴を理解し、国際社会への貢献の意義を理解している。
A,医師として求められる基本的な資質・能力,A-07,社会における医療の実践,A-07-02,国際医療への貢献,A-07-02-na,なし,A-07-02-na-05,医療に関わる国際協力の重要性を理解し、仕組みを説明できる。
A,医師として求められる基本的な資質・能力,A-08,科学的探究,A-08-01, 医学研究への志向の涵養,A-08-01-na,なし,A-08-01-na-01,研究は、医学・医療の発展や患者の利益の増進を目的として行われるべきことを説明できる。
A,医師として求められる基本的な資質・能力,A-08,科学的探究,A-08-01, 医学研究への志向の涵養,A-08-01-na,なし,A-08-01-na-02,生命科学の講義・実習で得た知識を基に、診療で経験した病態の解析ができる。
A,医師として求められる基本的な資質・能力,A-08,科学的探究,A-08-01, 医学研究への志向の涵養,A-08-01-na,なし,A-08-01-na-03,患者や疾患の分析を基に、教科書・論文等から最新の情報を検索・整理統合し、疾患の理解・診断・治療の深化につなげることができる。
A,医師として求められる基本的な資質・能力,A-08,科学的探究,A-08-01, 医学研究への志向の涵養,A-08-01-na,なし,A-08-01-na-04,抽出した医学・医療情報から新たな仮説を設定し、解決に向けて科学的研究（臨床研究、疫学研究、生命科学研究等）に参加することができる。
A,医師として求められる基本的な資質・能力,A-09,生涯にわたって共に学ぶ姿勢,A-09-01,生涯学習への準備,A-09-01-na,なし,A-09-01-na-01,生涯学習の重要性を説明できる。
A,医師として求められる基本的な資質・能力,A-09,生涯にわたって共に学ぶ姿勢,A-09-01,生涯学習への準備,A-09-01-na,なし,A-09-01-na-02,生涯にわたる継続的学習に必要な情報を収集できる。
A,医師として求められる基本的な資質・能力,A-09,生涯にわたって共に学ぶ姿勢,A-09-01,生涯学習への準備,A-09-01-na,なし,A-09-01-na-03,キャリア開発能力を獲得する。
A,医師として求められる基本的な資質・能力,A-09,生涯にわたって共に学ぶ姿勢,A-09-01,生涯学習への準備,A-09-01-na,なし,A-09-01-na-04,キャリアステージにより求められる能力に異なるニーズがあることを理解する。
A,医師として求められる基本的な資質・能力,A-09,生涯にわたって共に学ぶ姿勢,A-09-01,生涯学習への準備,A-09-01-na,なし,A-09-01-na-05,臨床実習で経験したことを省察し、自己の課題を明確にする。
B,社会と医学・医療,B-01,集団に対する医療,B-01-01,統計の基礎,B-01-01-na,なし,B-01-01-na-01,データの記述と要約（記述統計を含む）ができる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-01,統計の基礎,B-01-01-na,なし,B-01-01-na-02,主要な確率分布を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-01,統計の基礎,B-01-01-na,なし,B-01-01-na-03,正規分布の母平均の信頼区間を計算できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-01,統計の基礎,B-01-01-na,なし,B-01-01-na-04,基本的な仮説検定の構造を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-01,２群間の平均値の差を検定できる（群間の対応のあり、なしを含む）。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-02,パラメトリック検定とノンパラメトリック検定の違いを説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-03,カイ２乗検定法を実施できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-04,一元配置分散分析を利用できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-05,２変量の散布図を描き、回帰と相関の違いを説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-02,統計手法の適用,B-01-02-na,なし,B-01-02-na-06,線形重回帰分析、多重ロジスティック回帰分析と交絡調整を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-01,根拠に基づいた医療<EBM>の５つのステップを列挙できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-02,"Patient, population, problem, intervention (exposure), comparison, outcome <PICO (PECO)>を用いた問題の定式化ができる。"
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-03,研究デザイン（観察研究（記述研究、横断研究、症例対照研究、コホート研究）、介入研究（臨床研究、ランダム化比較試験）、システマティックレビュー、メタ分析（メタアナリシス））を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-04,データベースや二次文献からのエビデンス、診療ガイドラインを検索することができる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-05,得られた情報の批判的吟味ができる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-06,診療ガイドラインの種類と使用上の注意を列挙できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-03,根拠に基づいた医療<EBM>,B-01-03-na,なし,B-01-03-na-07,診療ガイドラインの推奨の強さについて違いを説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-04,疫学と予防医学,B-01-04-na,なし,B-01-04-na-01,人口統計（人口静態と人口動態）、疾病・障害の分類・統計（国際疾病分類(International Classification of Diseases <ICD>)等）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-04,疫学と予防医学,B-01-04-na,なし,B-01-04-na-02,平均寿命、健康寿命を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-04,疫学と予防医学,B-01-04-na,なし,B-01-04-na-03,罹患率と発生割合の違いを説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-04,疫学と予防医学,B-01-04-na,なし,B-01-04-na-04,疫学とその応用（疫学の概念、疫学指標（リスク比、リスク差、オッズ比）とその比較（年齢調整率、標準化死亡比(standardized mortality ratio <SMR>)）、バイアス、交絡）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-04,疫学と予防医学,B-01-04-na,なし,B-01-04-na-05,予防医学（一次、二次、三次予防）と健康保持増進（健康管理の概念・方法、健康診断・診査と事後指導）を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-01,基本概念（国民健康づくり運動、生活習慣病とリスクファクター、健康寿命の延伸と生活の質(quality of life <QOL>)向上、行動変容、健康づくり支援のための環境整備等）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-02,栄養、食育、食生活を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-03,身体活動、運動を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-04,休養・心の健康（睡眠の質、不眠、ストレス対策、過重労働対策、自殺の予防）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-05,喫煙（状況、有害性、受動喫煙防止、禁煙支援）、飲酒（状況、有害性、アルコール依存症からの回復支援）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-05,生活習慣とリスク,B-01-05-na,なし,B-01-05-na-06,ライフステージに応じた健康管理と環境・生活習慣改善（環境レベル、知識レベル、行動レベルと行動変容）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-06,社会・環境と健康,B-01-06-na,なし,B-01-06-na-01,健康（健康の定義）、障害と疾病の概念と社会環境（機能障害、活動制限、参加制約、生活の質<QOL>、ノーマライゼーション、バリアフリー、ユニバーサルデザイン等）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-06,社会・環境と健康,B-01-06-na,なし,B-01-06-na-02,社会構造（家族、コミュニティ、地域社会、国際化）と健康・疾病との関係（健康の社会的決定要因(social determinant of health)）を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-06,社会・環境と健康,B-01-06-na,なし,B-01-06-na-03,仕事と健康、環境と適応、生体環境系、病因と保健行動、環境基準と環境影響評価、公害と環境保全が健康と生活に与える影響を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-06,社会・環境と健康,B-01-06-na,なし,B-01-06-na-04,各ライフステージの健康問題（母子保健、学校保健、産業保健、成人・高齢者保健）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-06,社会・環境と健康,B-01-06-na,なし,B-01-06-na-05,スポーツ医学を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-01,地域社会（へき地・離島を含む）における医療の状況、医師の偏在（地域、診療科及び臨床・非臨床）の現状を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-02,医療計画（医療圏、基準病床数、地域医療支援病院、病診連携、病病連携、病院・診療所・薬局の連携等）及び地域医療構想を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-03,地域包括ケアシステムの概念を理解し、地域における、保健（母子保健、学校保健、成人・高齢者保健、地域保健、精神保健）・医療・福祉・介護の分野間及び多職種間（行政を含む）の連携の必要性を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-04,かかりつけ医等の役割や地域医療の基盤となるプライマリ・ケアの必要性を理解し、実践に必要な能力を獲得する。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-05,地域における救急医療、在宅医療及び離島・へき地医療の体制を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-06,災害医療（災害時保健医療、医療救護班、災害派遣医療チーム<DMAT>、災害派遣精神医療チーム<DPAT>、日本医師会災害医療チーム<JMAT>、災害拠点病院、トリアージ等）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-07,地域医療・地域保健,B-01-07-na,なし,B-01-07-na-07,地域医療に積極的に参加・貢献する。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-01,日本における社会保障制度と医療経済（国民医療費の収支と将来予測）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-02,医療保険、介護保険及び公費医療を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-03,高齢者福祉と高齢者医療の特徴を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-04,産業保健（労働基準法等の労働関連法規を含む）を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-05,医療の質の確保（病院機能評価、国際標準化機構(International Organization for Standardization <ISO>)、医療の質に関する評価指標、患者満足度、患者説明文書、同意書、同意撤回書、クリニカルパス等）を説明できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-06,医師法、医療法等の医療関連法規を概説できる。
B,社会と医学・医療,B-01,集団に対する医療,B-01-08,保健・医療・福祉・介護の制度,B-01-08-na,なし,B-01-08-na-07,医療関連法規に定められた医師の義務を列挙できる。
